avaer-1786|there but yeah I look forward to reading the open XR spec I still haven't read it|there but yeah i look forward to reading the open xr spec i still haven't read it
avaer-35|reality tabs and web XR to compose all these different worlds together and this|reality tabs and web xr to compose all these different worlds together and this
avaer-426|the iframe and then the parent doesn't get updates after that would it that|the iframe and then the parent doesn't get updates after that would it that
avaer-235|comes down to like payments as well but yeah basically the reason that I started|comes down to like payments as well but yeah basically the reason that i started
avaer-190|live view that bridges the gap between VR and AR and there's a lot that we can|live view that bridges the gap between vr and ar and there's a lot that we can
avaer-528|open multiple sites into a single website so here we actually see gltf|open multiple sites into a single website so here we actually see gltf
avaer-1342|see this is essentially just using regular ap is that have existed for a|see this is essentially just using regular ap is that have existed for a
avaer-1960|multiple subs scenes at a lower level and you have one master scene yeah|multiple subs scenes at a lower level and you have one master scene yeah
avaer-596|I think hTML is probably the best way to draw you eyes I think a lot of people|i think html is probably the best way to draw you eyes i think a lot of people
avaer-1234|and even on something like an app store like on the akio store you basically|and even on something like an app store like on the akio store you basically
avaer-1435|that I can imagine that I can imagine being secured but yeah there's a whole|that i can imagine that i can imagine being secured but yeah there's a whole
avaer-435|packaging up these into binary builds so electron NWA and wjs or something else|packaging up these into binary builds so electron nwa and wjs or something else
avaer-1138|there is actually a second user in this world it's not so easy to see it's|there is actually a second user in this world it's not so easy to see it's
avaer-1464|doing okay the reason why I brought this up is can those sub scenes have a like a|doing okay the reason why i brought this up is can those sub scenes have a like a
avaer-1460|can't speak to unreal I'm not an unreal user but it sounds like that yes okay|can't speak to unreal i'm not an unreal user but it sounds like that yes okay
avaer-1631|execute web and you can have reality tabs in any of your existing projects so|execute web and you can have reality tabs in any of your existing projects so
avaer-625|kind of made it down the pipeline to Chrome and yeah now we can basically|kind of made it down the pipeline to chrome and yeah now we can basically
avaer-975|here you actually have infinite context we've tested it up to a hundred just at|here you actually have infinite context we've tested it up to a hundred just at
avaer-977|and you just basically take a frame rate hit but yeah there is really no|and you just basically take a frame rate hit but yeah there is really no
avaer-519|like what can we do once we control a browser that we've written natively a|like what can we do once we control a browser that we've written natively a
avaer-1872|realms so yep there's a company that's that's here in the blockchain space that|realms so yep there's a company that's that's here in the blockchain space that
avaer-252|to just you know just a Mozilla browser or was everybody|to just you know just a mozilla browser or was everybody
avaer-1000|it person if you guys haven't seen koalas other talk on basically opening|it person if you guys haven't seen koalas other talk on basically opening
avaer-1739|like one aspect of that but then it comes down to like payments as well but|like one aspect of that but then it comes down to like payments as well but
avaer-454|technology so one last question yep okay so from what I understand with|technology so one last question yep okay so from what i understand with
avaer-1788|cool thank you so much I had a question how much do the open XR and WebEx our|cool thank you so much i had a question how much do the open xr and webex our
avaer-1599|I think hTML is probably the best way to draw you eyes I think a lot of people|i think html is probably the best way to draw you eyes i think a lot of people
avaer-536|but you can use technologies like reality tabs and web XR to compose all|but you can use technologies like reality tabs and web xr to compose all
avaer-606|works is you are not allowed to load multiple different origins into a single|works is you are not allowed to load multiple different origins into a single
avaer-1095|drawing of HTML textures into 3d worlds finally and so you can see some of that|drawing of html textures into threed worlds finally and so you can see some of that
avaer-1479|hit but yeah there is really no performance problems at the moment cool|hit but yeah there is really no performance problems at the moment cool
avaer-584|enabled a feature that allowed us to draw asynchronously HTML into a texture|enabled a feature that allowed us to draw asynchronously html into a texture
avaer-84|that well in VR you want to hit your target frame rate on the oculus quest at|that well in vr you want to hit your target frame rate on the oculus quest at
avaer-1569|graphical languages using Z buffers and stuff you can inject a matrix into one|graphical languages using z buffers and stuff you can inject a matrix into one
avaer-1171|of payments to happen and a simple API for people to use for developers to use|of payments to happen and a simple api for people to use for developers to use
avaer-1808|to dissonant future that is a good question the one thing that two things|to dissonant future that is a good question the one thing that two things
avaer-493|are using proxy server or something like that or not WebRTC we basically have a|are using proxy server or something like that or not webrtc we basically have a
avaer-1061|invented something called virtual GL it's basically taking the concept of a|invented something called virtual gl it's basically taking the concept of a
avaer-1206|future for that when you know EXO could web getting all these they will both be|future for that when you know exo could web getting all these they will both be
avaer-101|you might notice that we are actually literally loading our HTTP crypto voxels|you might notice that we are actually literally loading our http crypto voxels
avaer-997|RTC how many people can handle I'm going to give the answer that hugs ain't what|rtc how many people can handle i'm going to give the answer that hugs ain't what
avaer-1064|and what I did is I took the concept of one of these GL contexts and I|and what i did is i took the concept of one of these gl contexts and i
avaer-631|staged and secure way so we were thinking that this early next week we|staged and secure way so we were thinking that this early next week we
avaer-1318|think they can mostly because as far as the site is concerned this is just a|think they can mostly because as far as the site is concerned this is just a
avaer-1186|we want to also explore the concept of merging one of these meta verses with|we want to also explore the concept of merging one of these meta verses with
avaer-188|your own bedroom be projected into one of these virtual worlds using something|your own bedroom be projected into one of these virtual worlds using something
avaer-1911|implementation that we're using here because it's a context I know right now|implementation that we're using here because it's a context i know right now
avaer-1886|happening right now with crypto voxels and one of the entries can be produced|happening right now with crypto voxels and one of the entries can be produced
avaer-593|accident we were able to get 144fps drawing of HTML textures into 3d worlds|accident we were able to get one hundred forty-fourfps drawing of html textures into threed worlds
avaer-1940|electron NWA and wjs or something else are we talking about executing native or|electron nwa and wjs or something else are we talking about executing native or
avaer-927|effect some sort of input so anywhere on the iframe and then the parent doesn't|effect some sort of input so anywhere on the iframe and then the parent doesn't
avaer-1303|spec as well I was actually on the WebEx our group briefly but yeah I should|spec as well i was actually on the webex our group briefly but yeah i should
avaer-310|it is secure in that regard the question though is like do you want sites to be|it is secure in that regard the question though is like do you want sites to be
avaer-1438|packaging up these into binary builds so electron NWA and wjs or something else|packaging up these into binary builds so electron nwa and wjs or something else
avaer-1889|anything but to do with the the CSS 3d that's what makes that that separate|anything but to do with the the css threed that's what makes that that separate
avaer-342|have for a security though is that it is a pretty well defined to me a set of|have for a security though is that it is a pretty well defined to me a set of
avaer-1343|while so it would be really tough to quote unquote close this hole while also|while so it would be really tough to quote unquote close this hole while also
avaer-1832|something that has mountains of security behind it basically each one of these|something that has mountains of security behind it basically each one of these
avaer-431|example when you open the iframe everything else would have to disappear|example when you open the iframe everything else would have to disappear
avaer-1659|this and we have somewhat of a stable virtual world virtual meta world is we|this and we have somewhat of a stable virtual world virtual meta world is we
avaer-1067|just the regular machine machinery of graphical languages using Z buffers and|just the regular machine machinery of graphical languages using z buffers and
avaer-450|much any site will be able to use this just by importing execute web and just|much any site will be able to use this just by importing execute web and just
avaer-203|future for that when you know EXO could web getting all these they will both be|future for that when you know exo could web getting all these they will both be
avaer-1288|there are different core groups but as far as the technology goes like for|there are different core groups but as far as the technology goes like for
avaer-778|X or spec and some idea of like user actions as WebEx or have something|x or spec and some idea of like user actions as webex or have something
avaer-462|similar like a scene similar to the master scene that is basically what|similar like a scene similar to the master scene that is basically what
avaer-71|thing that we invented here and this was only recently possible I think a month|thing that we invented here and this was only recently possible i think a month
avaer-421|it's just very hard to maintain some level of rendering in a WebEx or world|it's just very hard to maintain some level of rendering in a webex or world
avaer-1246|magnitude or sorry not an order of magnitude it's less than twice as slow|magnitude or sorry not an order of magnitude it's less than twice as slow
avaer-39|which actually runs in Chrome um execute started as a native project but recently|which actually runs in chrome um execute started as a native project but recently
avaer-599|can literally just write my HTML page and make a menu out of it|can literally just write my html page and make a menu out of it
avaer-957|multiple subs scenes at a lower level and you have one master scene yeah|multiple subs scenes at a lower level and you have one master scene yeah
avaer-469|certain that is an excellent very good question um actually the way that we|certain that is an excellent very good question um actually the way that we
avaer-829|something that has mountains of security behind it basically each one of these|something that has mountains of security behind it basically each one of these
avaer-1639|want to release is you might notice that there is actually a second user in this|want to release is you might notice that there is actually a second user in this
avaer-970|want the depth of the scenes to be a certain that is an excellent very good|want the depth of the scenes to be a certain that is an excellent very good
avaer-651|n3 and we'll probably post the link as well in here if you guys want to be one|nthree and we'll probably post the link as well in here if you guys want to be one
avaer-207|execute regular I'm sorry imagine the desktop versions you know like why would|execute regular i'm sorry imagine the desktop versions you know like why would
avaer-843|general GL on the web the answer that I have for a security though is that it is|general gl on the web the answer that i have for a security though is that it is
avaer-1076|attacks were this class of security bugs that on some brilliant researchers I|attacks were this class of security bugs that on some brilliant researchers i
avaer-1711|sharing code between execute web and execute regular I'm sorry imagine the|sharing code between execute web and execute regular i'm sorry imagine the
avaer-1789|team's talk in terms of spec you know there are different core groups but as|team's talk in terms of spec you know there are different core groups but as
avaer-529|model as well as crypto voxels as well as Mozilla hubs as well as a UI that I|model as well as crypto voxels as well as mozilla hubs as well as a ui that i
avaer-1133|thinking that this early next week we will release exo-k at web which is just|thinking that this early next week we will release exo-k at web which is just
avaer-633|reality tabs of any two sites or infinitely many sites and we'll be|reality tabs of any two sites or infinitely many sites and we'll be
avaer-27|website so here we actually see gltf model as well as crypto voxels as well|website so here we actually see gltf model as well as crypto voxels as well
avaer-284|how much do the open XR and WebEx our team's talk in terms of spec you know|how much do the open xr and webex our team's talk in terms of spec you know
avaer-1697|map to the virtual world how do we make sure that everything is secure with|map to the virtual world how do we make sure that everything is secure with
avaer-178|let's say I wanted to have a butler for my crypto Vox this world that could be|let's say i wanted to have a butler for my crypto vox this world that could be
avaer-1604|technology of virtual GL and reality tabs another thing that we needed to|technology of virtual gl and reality tabs another thing that we needed to
avaer-785|cool thank you so much I had a question how much do the open XR and WebEx our|cool thank you so much i had a question how much do the open xr and webex our
avaer-566|graphical languages using Z buffers and stuff you can inject a matrix into one|graphical languages using z buffers and stuff you can inject a matrix into one
avaer-348|here basically has ultimate say over the rendering in the end so if that top|here basically has ultimate say over the rendering in the end so if that top
avaer-492|yeah so I'm the mole topic of multiplayer how are you handling it like|yeah so i'm the mole topic of multiplayer how are you handling it like
avaer-1951|particular headsets or I can't speak to what any particular company is doing|particular headsets or i can't speak to what any particular company is doing
avaer-1312|still get an HTTPS lock that says you are visiting whatever exo-k web org so|still get an https lock that says you are visiting whatever exo-k web org so
avaer-1099|a huge mature industry just designed around CSS HTML react all that goodness|a huge mature industry just designed around css html react all that goodness
avaer-835|address you know or anything into a GL context then right then that data is|address you know or anything into a gl context then right then that data is
avaer-516|device and it has huge backing by almost like trillions of dollars of Industry of|device and it has huge backing by almost like trillions of dollars of industry of
avaer-1983|don't want to have to do the voice stuff are you thinking of like maybe just|don't want to have to do the voice stuff are you thinking of like maybe just
avaer-1202|AIS and payments and so on and we can start actually building the Metaverse so|ais and payments and so on and we can start actually building the metaverse so
avaer-805|to dissonant future that is a good question the one thing that two things|to dissonant future that is a good question the one thing that two things
avaer-1086|draw asynchronously HTML into a texture and so why would you want something like|draw asynchronously html into a texture and so why would you want something like
avaer-1806|got another question from Spidey he says sounds like this relies on some sort of|got another question from spidey he says sounds like this relies on some sort of
avaer-58|invented something called virtual GL it's basically taking the concept of a|invented something called virtual gl it's basically taking the concept of a
avaer-1967|master scene that is basically what you're seeing here there is a top-level|master scene that is basically what you're seeing here there is a top-level
avaer-681|using regular web technology you could have a WebEx our virtual API that you|using regular web technology you could have a webex our virtual api that you
avaer-1418|that a security hole in itself which is why you cannot do just regular iframe to|that a security hole in itself which is why you cannot do just regular iframe to
avaer-1196|sure that everything is secure with regard to people's geometry of their|sure that everything is secure with regard to people's geometry of their
avaer-92|drawing of HTML textures into 3d worlds finally and so you can see some of that|drawing of html textures into threed worlds finally and so you can see some of that
avaer-708|sharing code between execute web and execute regular I'm sorry imagine the|sharing code between execute web and execute regular i'm sorry imagine the
avaer-832|myself yep on an enterprise level and you know security is a big concern so|myself yep on an enterprise level and you know security is a big concern so
avaer-1181|let's say I wanted to have a butler for my crypto Vox this world that could be|let's say i wanted to have a butler for my crypto vox this world that could be
avaer-1634|staged and secure way so we were thinking that this early next week we|staged and secure way so we were thinking that this early next week we
avaer-1205|question regarding the accepted physical install on your computer what is the|question regarding the accepted physical install on your computer what is the
avaer-869|realms so yep there's a company that's that's here in the blockchain space that|realms so yep there's a company that's that's here in the blockchain space that
avaer-2003|it person if you guys haven't seen koalas other talk on basically opening|it person if you guys haven't seen koalas other talk on basically opening
avaer-1176|haven't this is kind of like very future but once you actually have one of these|haven't this is kind of like very future but once you actually have one of these
avaer-415|that a security hole in itself which is why you cannot do just regular iframe to|that a security hole in itself which is why you cannot do just regular iframe to
avaer-1509|okay it initially started by adding support for web XR and magic leap this|okay it initially started by adding support for web xr and magic leap this
avaer-1178|program essentially the web XR aspect of all this is you could build a eyes that|program essentially the web xr aspect of all this is you could build a eyes that
avaer-1522|like what can we do once we control a browser that we've written natively a|like what can we do once we control a browser that we've written natively a
avaer-1096|happening with the menu that I kind of pop up here so that menu is actually|happening with the menu that i kind of pop up here so that menu is actually
avaer-1311|layer is here is doing the right thing so when you access this site you will|layer is here is doing the right thing so when you access this site you will
avaer-173|haven't this is kind of like very future but once you actually have one of these|haven't this is kind of like very future but once you actually have one of these
avaer-1385|and one of the entries can be produced in a video and so that's kind of what|and one of the entries can be produced in a video and so that's kind of what
avaer-1903|because the iframe trick requires there to be a level of trust between the|because the iframe trick requires there to be a level of trust between the
avaer-956|yep okay so from what I understand with unreal subsystem is that you have|yep okay so from what i understand with unreal subsystem is that you have
avaer-243|magnitude or sorry not an order of magnitude it's less than twice as slow|magnitude or sorry not an order of magnitude it's less than twice as slow
avaer-695|regard to people's geometry of their house maybe like yeah we haven't really|regard to people's geometry of their house maybe like yeah we haven't really
avaer-1966|up is can those sub scenes have a like a similar like a scene similar to the|up is can those sub scenes have a like a similar like a scene similar to the
avaer-309|still get an HTTPS lock that says you are visiting whatever exo-k web org so|still get an https lock that says you are visiting whatever exo-k web org so
avaer-425|button on your headset in order to effect some sort of input so anywhere on|button on your headset in order to effect some sort of input so anywhere on
avaer-1930|effect some sort of input so anywhere on the iframe and then the parent doesn't|effect some sort of input so anywhere on the iframe and then the parent doesn't
avaer-231|and even on something like an app store like on the akio store you basically|and even on something like an app store like on the akio store you basically
avaer-886|anything but to do with the the CSS 3d that's what makes that that separate|anything but to do with the the css threed that's what makes that that separate
avaer-1408|have an actual iframe that is overlaid on top of a GL context at the HTML layer|have an actual iframe that is overlaid on top of a gl context at the html layer
avaer-1457|technology so one last question yep okay so from what I understand with|technology so one last question yep okay so from what i understand with
avaer-883|happening right now with crypto voxels and one of the entries can be produced|happening right now with crypto voxels and one of the entries can be produced
avaer-1602|can literally just write my HTML page and make a menu out of it|can literally just write my html page and make a menu out of it
avaer-446|headset yeah I can't speak to any particular headsets or I can't speak to|headset yeah i can't speak to any particular headsets or i can't speak to
avaer-1707|install on your computer what is the future for that when you know EXO could|install on your computer what is the future for that when you know exo could
avaer-540|looking at here is the latest version which actually runs in Chrome um execute|looking at here is the latest version which actually runs in chrome um execute
avaer-1931|get updates after that would it that problem you can do it that way but the|get updates after that would it that problem you can do it that way but the
avaer-257|super cool have you run into any problems with every single reality|super cool have you run into any problems with every single reality
avaer-1472|certain that is an excellent very good question um actually the way that we|certain that is an excellent very good question um actually the way that we
avaer-1729|between the two good question um we originally started with execute native|between the two good question um we originally started with execute native
avaer-1532|model as well as crypto voxels as well as Mozilla hubs as well as a UI that I|model as well as crypto voxels as well as mozilla hubs as well as a ui that i
avaer-451|starting to draw so yeah but I would like to see a future where all this just|starting to draw so yeah but i would like to see a future where all this just
avaer-1563|it's basically taking the concept of a GL context which is the graphical|it's basically taking the concept of a gl context which is the graphical
avaer-1410|because it's a context I know right now but looking in the future wouldn't that|because it's a context i know right now but looking in the future wouldn't that
avaer-1087|that well in VR you want to hit your target frame rate on the oculus quest at|that well in vr you want to hit your target frame rate on the oculus quest at
avaer-1997|multiplayer how are you handling it like are using proxy server or something like|multiplayer how are you handling it like are using proxy server or something like
avaer-937|electron NWA and wjs or something else are we talking about executing native or|electron nwa and wjs or something else are we talking about executing native or
avaer-842|quote unquote close this hole while also maintaining the functionality of just|quote unquote close this hole while also maintaining the functionality of just
avaer-285|there are different core groups but as far as the technology goes like for|there are different core groups but as far as the technology goes like for
avaer-1214|where we like to encourage people to move into the right direction|where we like to encourage people to move into the right direction
avaer-1104|you might notice that we are actually literally loading our HTTP crypto voxels|you might notice that we are actually literally loading our http crypto voxels
avaer-1539|but you can use technologies like reality tabs and web XR to compose all|but you can use technologies like reality tabs and web xr to compose all
avaer-811|are visiting whatever exo-k web org so it is secure in that regard the question|are visiting whatever exo-k web org so it is secure in that regard the question
avaer-223|difference between using it on the desktop versus on the execute web I'm|difference between using it on the desktop versus on the execute web i'm
avaer-1556|matter of copy pasting and changing a few lines you can move literal browsers|matter of copy pasting and changing a few lines you can move literal browsers
avaer-1654|n3 and we'll probably post the link as well in here if you guys want to be one|nthree and we'll probably post the link as well in here if you guys want to be one
avaer-995|that or not WebRTC we basically have a signaling server that we run but there's|that or not webrtc we basically have a signaling server that we run but there's
avaer-44|almost no performance penalty with all the features and it runs everywhere not|almost no performance penalty with all the features and it runs everywhere not
avaer-0|I'm a viur I initially wrote the execute browser which is basically a complete|i'm a viur i initially wrote the execute browser which is basically a complete
avaer-1543|looking at here is the latest version which actually runs in Chrome um execute|looking at here is the latest version which actually runs in chrome um execute
avaer-757|api's oh yeah this was kind of a I'm super excited I'm gonna try to see|api's oh yeah this was kind of a i'm super excited i'm gonna try to see
avaer-1042|which actually runs in Chrome um execute started as a native project but recently|which actually runs in chrome um execute started as a native project but recently
avaer-1496|are using proxy server or something like that or not WebRTC we basically have a|are using proxy server or something like that or not webrtc we basically have a
avaer-1538|I don't work with the hub's devs and I don't know anything about HTML really|i don't work with the hub's devs and i don't know anything about html really
avaer-455|unreal subsystem is that you have multiple subs scenes at a lower level|unreal subsystem is that you have multiple subs scenes at a lower level
avaer-1037|don't know anything about HTML really but you can use technologies like|don't know anything about html really but you can use technologies like
avaer-1950|deep integration into the guts of the headset yeah I can't speak to any|deep integration into the guts of the headset yeah i can't speak to any
avaer-1317|to the question of will browsers disable the possibility of doing this I don't|to the question of will browsers disable the possibility of doing this i don't
avaer-191|do with that and exploring what does it mean to move between different physical|do with that and exploring what does it mean to move between different physical
avaer-675|but once you actually have one of these meta browsers these metaphors browsers|but once you actually have one of these meta browsers these metaphors browsers
avaer-676|where you can open up sites and you can program essentially the web XR aspect of|where you can open up sites and you can program essentially the web xr aspect of
avaer-726|between the two good question um we originally started with execute native|between the two good question um we originally started with execute native
avaer-1815|though is like do you want sites to be able to read each other's frame buffer|though is like do you want sites to be able to read each other's frame buffer
avaer-980|don't want to have to do the voice stuff are you thinking of like maybe just|don't want to have to do the voice stuff are you thinking of like maybe just
avaer-636|want to release is you might notice that there is actually a second user in this|want to release is you might notice that there is actually a second user in this
avaer-1845|quote unquote close this hole while also maintaining the functionality of just|quote unquote close this hole while also maintaining the functionality of just
avaer-1072|um you can actually do a full 3d blend that's perfectly framed accurate despite|um you can actually do a full threed blend that's perfectly framed accurate despite
avaer-594|finally and so you can see some of that happening with the menu that I kind of|finally and so you can see some of that happening with the menu that i kind of
avaer-199|AIS and payments and so on and we can start actually building the Metaverse so|ais and payments and so on and we can start actually building the metaverse so
avaer-315|think they can mostly because as far as the site is concerned this is just a|think they can mostly because as far as the site is concerned this is just a
avaer-753|execute when are you hosting this thing to just you know just a Mozilla browser|execute when are you hosting this thing to just you know just a mozilla browser
avaer-1341|guys closing this GL context hole you know pretty quickly to be honest we'll|guys closing this gl context hole you know pretty quickly to be honest we'll
avaer-1429|the iframe and then the parent doesn't get updates after that would it that|the iframe and then the parent doesn't get updates after that would it that
avaer-1524|as for example drawing a 2d page inside of a 3d space you'd think that something|as for example drawing a twod page inside of a threed space you'd think that something
avaer-1575|anything about reality tabs another thing that we invented here and this was|anything about reality tabs another thing that we invented here and this was
avaer-1871|they're refused and inside iframes to allow extensibility is the idea of|they're refused and inside iframes to allow extensibility is the idea of
avaer-1055|few lines you can move literal browsers between native code and into other|few lines you can move literal browsers between native code and into other
avaer-2000|RTC how many people can handle I'm going to give the answer that hugs ain't what|rtc how many people can handle i'm going to give the answer that hugs ain't what
avaer-692|VR and AR and there's a lot that we can do with that and exploring what does it|vr and ar and there's a lot that we can do with that and exploring what does it
avaer-1287|how much do the open XR and WebEx our team's talk in terms of spec you know|how much do the open xr and webex our team's talk in terms of spec you know
avaer-525|because we're living in a web of 25 years of history so yeah we basically|because we're living in a web of twenty-five years of history so yeah we basically
avaer-339|see this is essentially just using regular ap is that have existed for a|see this is essentially just using regular ap is that have existed for a
avaer-1194|do with that and exploring what does it mean to move between different physical|do with that and exploring what does it mean to move between different physical
avaer-1238|comes down to like payments as well but yeah basically the reason that I started|comes down to like payments as well but yeah basically the reason that i started
avaer-572|anything about reality tabs another thing that we invented here and this was|anything about reality tabs another thing that we invented here and this was
avaer-879|ask them like you don't go anywhere so I have no idea but um I was going to put|ask them like you don't go anywhere so i have no idea but um i was going to put
avaer-314|to the question of will browsers disable the possibility of doing this I don't|to the question of will browsers disable the possibility of doing this i don't
avaer-952|just by importing execute web and just starting to draw so yeah but I would|just by importing execute web and just starting to draw so yeah but i would
avaer-234|using sideload now right so that solves like one aspect of that but then it|using sideload now right so that solves like one aspect of that but then it
avaer-91|completely separate thread and so by accident we were able to get 144fps|completely separate thread and so by accident we were able to get one hundred forty-fourfps
avaer-560|it's basically taking the concept of a GL context which is the graphical|it's basically taking the concept of a gl context which is the graphical
avaer-1962|user but it sounds like that yes okay it's basically you're using it's a graph|user but it sounds like that yes okay it's basically you're using it's a graph
avaer-367|allow extensibility is the idea of realms so yep there's a company that's|allow extensibility is the idea of realms so yep there's a company that's
avaer-1519|device and it has huge backing by almost like trillions of dollars of Industry of|device and it has huge backing by almost like trillions of dollars of industry of
